,uriOrg,labelOrg,typesOrg,orgMainType,tot_members_number
1139,http://www.wikidata.org/entity/Q2822391,"Académie des sciences, belles-lettres et arts de Rouen",organization,not classified organisation,8
1089,http://www.wikidata.org/entity/Q273518,School for Advanced Studies in the Social Sciences,public university | research institute,public university,8
1268,http://www.wikidata.org/entity/Q2991053,Shevchenko Scientific Society,learned society | scientific society,learned society,8
1406,http://www.wikidata.org/entity/Q3432939,Royal Danish Society for Fatherland History,voluntary association,not classified organisation,8
11,http://www.wikidata.org/entity/Q102398072,philosophy faculty of the German university of Prague,philosophy faculty,university,8
2101,http://www.wikidata.org/entity/Q700758,Saarland University,campus university | comprehensive university | open-access publisher | public university,public university,8
2184,http://www.wikidata.org/entity/Q768224,University of Valladolid,open-access publisher | university,university,8
2392,http://www.wikidata.org/entity/Q94301,Royal Society of Canada,academic publisher | academy | academy of sciences,academy of sciences,8
2064,http://www.wikidata.org/entity/Q679141,Swiss Federal Archives,government agency of switzerland | memory institution | national archives,company or gov. agency,7
1766,http://www.wikidata.org/entity/Q5094171,Chetham Society,charitable organization | text publication society,learned society,7
1762,http://www.wikidata.org/entity/Q50662,Goethe University Frankfurt,comprehensive university | local internet registry | organization | public university,public university,7
1759,http://www.wikidata.org/entity/Q503473,University of Geneva,comprehensive university | open-access publisher | organization | public research university,university,7
204,http://www.wikidata.org/entity/Q1187444,University of Pécs,university,university,7
1717,http://www.wikidata.org/entity/Q49088,Columbia University,colonial colleges | organization | private not-for-profit educational institution | private university | research university,private university,7
703,http://www.wikidata.org/entity/Q1742507,University of Macerata,public university,public university,7
593,http://www.wikidata.org/entity/Q1613719,Maria Curie-Skłodowska University,open-access publisher | public university,public university,7
1569,http://www.wikidata.org/entity/Q4201526,Institute of History of the National Academy of Sciences of Belarus,institute,research organisation,7
1493,http://www.wikidata.org/entity/Q372608,University of Basel,comprehensive university | open-access publisher | public research university,university,7
1467,http://www.wikidata.org/entity/Q3571546,General Archive of the Crown of Aragon,archive,not classified organisation,7
2025,http://www.wikidata.org/entity/Q659080,University of Bern,comprehensive university | open-access publisher | public university,public university,7
1107,http://www.wikidata.org/entity/Q2791269,École nationale supérieure des sciences de l'information et des bibliothèques,grand établissement,public university,7
652,http://www.wikidata.org/entity/Q168000,American University,private not-for-profit educational institution | private university | research university,private university,7
614,http://www.wikidata.org/entity/Q1634522,Université du Québec à Montréal,autonomous university | university in quebec,university,7
1201,http://www.wikidata.org/entity/Q28695,University of Helsinki,organization | public university,public university,7
1124,http://www.wikidata.org/entity/Q2822319,Académie de Nîmes,learned society,learned society,7
1621,http://www.wikidata.org/entity/Q43452,Autonomous University of Barcelona,open-access publisher | organization | public university,public university,6
1636,http://www.wikidata.org/entity/Q44687,Schutzstaffel,military organization | paramilitary organization | squadron,not classified organisation,6
503,http://www.wikidata.org/entity/Q1499053,Saint Petersburg Theological Academy,academy | theological academy of the russian orthodox church,learned society,6
1668,http://www.wikidata.org/entity/Q46210,University of Milan,public research university,university,6
417,http://www.wikidata.org/entity/Q1352282,National Archaeological Museum,archaeological museum | monument | national museum,scientific organisation,6
435,http://www.wikidata.org/entity/Q1396826,"Niedersächsisches Landesarchiv, Abteilung Aurich",state archives,not classified organisation,6
599,http://www.wikidata.org/entity/Q161976,University of Würzburg,comprehensive university | public university,public university,6
1747,http://www.wikidata.org/entity/Q499911,University of Turin,open-access publisher | university,university,6
1112,http://www.wikidata.org/entity/Q27973151,Municipal archive Chemnitz,municipal archive,not classified organisation,6
2304,http://www.wikidata.org/entity/Q859363,Sciences Po,academic publisher | grand établissement | grande école | organization | public university,public university,6
12,http://www.wikidata.org/entity/Q102398119,Deutsche wissenschaftliche Prüfungs-kommission für das Lehramt an Mittelschulen in Prag,educational institution | examination board,educational institution,6
1068,http://www.wikidata.org/entity/Q2631070,Russian State University for the Humanities,university,university,6
718,http://www.wikidata.org/entity/Q1760178,Accademia delle Arti del Disegno,archive | art academy | arts venue | learned society,educational institution,6
1724,http://www.wikidata.org/entity/Q49117,University of Pennsylvania,colonial colleges | private not-for-profit educational institution | private university | research university,private university,6
64,http://www.wikidata.org/entity/Q106493118,Verein für Lübeckische Geschichte und Altertumskunde,historical society,learned society,6
935,http://www.wikidata.org/entity/Q219555,New York Public Library,library network | medical check-up | public library,not classified organisation,6
1299,http://www.wikidata.org/entity/Q308963,University of Salamanca,open-access publisher | public university,public university,6
1349,http://www.wikidata.org/entity/Q322775,Académie de Stanislas,organization,not classified organisation,6
2357,http://www.wikidata.org/entity/Q924265,Aarhus University,open-access publisher | organization | public university,public university,6
2359,http://www.wikidata.org/entity/Q926068,University of Navarre,catholic university | open-access publisher | organization | private university,private university,6
1396,http://www.wikidata.org/entity/Q337543,Académie des Sciences Morales et Politiques,organization,not classified organisation,6
647,http://www.wikidata.org/entity/Q167273,Reial Acadèmia Catalana de Belles Arts de Sant Jordi,art academy | college of music | national academy,educational institution,6
256,http://www.wikidata.org/entity/Q12056816,Státní archivní škola,higher education institution,educational institution,6
938,http://www.wikidata.org/entity/Q219694,Complutense University of Madrid,public university,public university,6
890,http://www.wikidata.org/entity/Q2092629,Polish Academy of Learning,open-access publisher | organization,company or gov. agency,6
1436,http://www.wikidata.org/entity/Q3488096,Société des anciens textes français,learned society,learned society,6
1472,http://www.wikidata.org/entity/Q3621643,Archivio storico capitolino,archive | historical archive | library of an italian territorial body,not classified organisation,6
401,http://www.wikidata.org/entity/Q1334582,University of Liège,open-access publisher | organization | public university,public university,6
2129,http://www.wikidata.org/entity/Q723551,British Academy,learned society | national academy,learned society,6
573,http://www.wikidata.org/entity/Q157575,University of Strasbourg,university in france,university,6
1547,http://www.wikidata.org/entity/Q41224615,Société d'histoire de Nîmes et du Gard,learned society,learned society,6
2320,http://www.wikidata.org/entity/Q876647,Austrian Institute of Historical Research,educational institution | facility,educational institution,6
385,http://www.wikidata.org/entity/Q13164,Moscow State University,public university,public university,6
2007,http://www.wikidata.org/entity/Q644789,Catholic University of Leuven,catholic university,university,6
1471,http://www.wikidata.org/entity/Q36188,University of Fribourg,comprehensive university | public university,public university,6
664,http://www.wikidata.org/entity/Q170027,University of London,educational organization | higher education institution | open-access publisher | university,university,6
1874,http://www.wikidata.org/entity/Q568705,Theresian Military Academy,fachhochschule | military academy,educational institution,6
658,http://www.wikidata.org/entity/Q168756,"University of California, Berkeley",land-grant university | public educational institution of the united states | public research university | united nations depository library,university,6
30,http://www.wikidata.org/entity/Q10357803,"Real Academia de Ciencias, Bellas Letras y Nobles Artes de Córdoba",academy | learned society,learned society,5
1044,http://www.wikidata.org/entity/Q25399774,Italian Society for the Study of Modern and Contemporary History,professional association,not classified organisation,5
860,http://www.wikidata.org/entity/Q20266330,Frederick William University Berlin,university,university,5
627,http://www.wikidata.org/entity/Q165528,University of Greifswald,comprehensive university | public university,public university,5
314,http://www.wikidata.org/entity/Q1236345,University of Murcia,open-access publisher | public university,public university,5
701,http://www.wikidata.org/entity/Q174158,Hebrew University of Jerusalem,university,university,5
